"title","keyword"
"Em nome de quem? Governo, instituições e economia política no campo do combate às doenças respiratórias: o caso da lei antitabaco em Portugal","pragmatismo volitivo"
"Elite empresarial e elite econômica: o estudo dos empresários","empresários"
"Elite empresarial e elite econômica: o estudo dos empresários","empresariado"
"Elite empresarial e elite econômica: o estudo dos empresários","elites"
"Elite empresarial e elite econômica: o estudo dos empresários","elite econômica"
"Elite empresarial e elite econômica: o estudo dos empresários","elite empresarial"
"Institucionalização e execução das políticas públicas de economia solidária no Brasil","economia solidária"
"Institucionalização e execução das políticas públicas de economia solidária no Brasil","políticas públicas"
"Institucionalização e execução das políticas públicas de economia solidária no Brasil","trabalho e renda"
"Institucionalização e execução das políticas públicas de economia solidária no Brasil","finanças públicas"
"Institucionalização e execução das políticas públicas de economia solidária no Brasil","cooperativismo"
"Empresários, o governo do PT e o desenvolvimentismo","desenvolvimentismo"
"Empresários, o governo do PT e o desenvolvimentismo","coalizões de classes"
"Empresários, o governo do PT e o desenvolvimentismo","empresários"
"Empresários, o governo do PT e o desenvolvimentismo","liberalismo econômico"
"Empresários, o governo do PT e o desenvolvimentismo","governos petistas"
"Elite econômica no Brasil: discussões acerca da internacionalização da carreira de executivos brasileiros","elite econômica brasileira"
"Elite econômica no Brasil: discussões acerca da internacionalização da carreira de executivos brasileiros","executivos brasileiros"
"Elite econômica no Brasil: discussões acerca da internacionalização da carreira de executivos brasileiros","top manager"
"Elite econômica no Brasil: discussões acerca da internacionalização da carreira de executivos brasileiros","carreira internacional"
"Elite econômica no Brasil: discussões acerca da internacionalização da carreira de executivos brasileiros","recrutamento internacional"
"Como se explica o neoliberalismo no Brasil? uma análise crítica dos artigos publicados na Revista Dados","neoliberalismo"
"Como se explica o neoliberalismo no Brasil? uma análise crítica dos artigos publicados na Revista Dados","análise bibliográfica"
"Como se explica o neoliberalismo no Brasil? uma análise crítica dos artigos publicados na Revista Dados","revista Dados"
"Como se explica o neoliberalismo no Brasil? uma análise crítica dos artigos publicados na Revista Dados","Economia Política brasileira"
"Como se explica o neoliberalismo no Brasil? uma análise crítica dos artigos publicados na Revista Dados","Sociologia Política brasileira"
"Os ""doutores"" da federação: formação acadêmica dos senadores brasileiros e variáveis associadas","senadores"
"Os ""doutores"" da federação: formação acadêmica dos senadores brasileiros e variáveis associadas","Senado Federal"
"Os ""doutores"" da federação: formação acadêmica dos senadores brasileiros e variáveis associadas","elites"
"Os ""doutores"" da federação: formação acadêmica dos senadores brasileiros e variáveis associadas","perfil"
"Os ""doutores"" da federação: formação acadêmica dos senadores brasileiros e variáveis associadas","economistas"
"Os ""doutores"" da federação: formação acadêmica dos senadores brasileiros e variáveis associadas","poder Legislativo"
"Mercado, transação e laços sociais: a abordagem da Sociologia Econômica","mercado"
"Mercado, transação e laços sociais: a abordagem da Sociologia Econômica","transações comerciais"
"Mercado, transação e laços sociais: a abordagem da Sociologia Econômica","transações não-comerciais"
"Mercado, transação e laços sociais: a abordagem da Sociologia Econômica","dádiva"
"Mercado, transação e laços sociais: a abordagem da Sociologia Econômica","Sociologia Econômica"
"Mercado, transação e laços sociais: a abordagem da Sociologia Econômica","transplante de órgãos"
"Mercado, transação e laços sociais: a abordagem da Sociologia Econômica","mercado"
"Mercado, transação e laços sociais: a abordagem da Sociologia Econômica","transações comerciais"
"Mercado, transação e laços sociais: a abordagem da Sociologia Econômica","transações não-comerciais"
"Mercado, transação e laços sociais: a abordagem da Sociologia Econômica","dádiva"
"Mercado, transação e laços sociais: a abordagem da Sociologia Econômica","Sociologia Econômica"
"Mercado, transação e laços sociais: a abordagem da Sociologia Econômica","transplante de órgãos"
"A economia política do modelo econômico chinês: o estado, o mercado e os principais desafios","China"
"A economia política do modelo econômico chinês: o estado, o mercado e os principais desafios","instituições"
"A economia política do modelo econômico chinês: o estado, o mercado e os principais desafios","desenvolvimento"
"A economia política do modelo econômico chinês: o estado, o mercado e os principais desafios","Estado desenvolvimentista"
"A economia política do modelo econômico chinês: o estado, o mercado e os principais desafios","Economia Política"
"Capital social e democracia: a confiança realmente importa?","capital social"
"Capital social e democracia: a confiança realmente importa?","teoria da democracia"
"Capital social e democracia: a confiança realmente importa?","confiança"
"Capital social e democracia: a confiança realmente importa?","desenvolvimento econômico"
"Capital social e democracia: a confiança realmente importa?","cultura política"
"O que esperar das relações Brasil-China?","China"
"O que esperar das relações Brasil-China?","Brasil"
"O que esperar das relações Brasil-China?","relações bilaterais"
"O que esperar das relações Brasil-China?","relações econômico-comerciais"
"A economia continental chinesa e seu efeito gravitacional","China"
"A economia continental chinesa e seu efeito gravitacional","economia continental"
"A economia continental chinesa e seu efeito gravitacional","efeito gravitacional"
"Determinantes políticos do déficit fiscal nos estados brasileiros (1987-1997)","instituições políticas"
"Determinantes políticos do déficit fiscal nos estados brasileiros (1987-1997)","política fiscal"
"Determinantes políticos do déficit fiscal nos estados brasileiros (1987-1997)","desempenho econômico"
"Determinantes políticos do déficit fiscal nos estados brasileiros (1987-1997)","estados brasileiros"
"Determinantes políticos do déficit fiscal nos estados brasileiros (1987-1997)","eleições"
"A agenda da reforma dos benefícios tributários das famílias e das empresas com saúde: entre o particular e o geral","gastos tributários"
"A agenda da reforma dos benefícios tributários das famílias e das empresas com saúde: entre o particular e o geral","gastos privados em saúde"
"A agenda da reforma dos benefícios tributários das famílias e das empresas com saúde: entre o particular e o geral","relações público-privadas em saúde"
"A agenda da reforma dos benefícios tributários das famílias e das empresas com saúde: entre o particular e o geral","economia política da saúde"
"A agenda da reforma dos benefícios tributários das famílias e das empresas com saúde: entre o particular e o geral","políticas de saúde no Brasil"
"A questão da continuidade da política macroeconômica entre o governo Cardoso e Lula (1995-2006)","política macroeconômica"
"A questão da continuidade da política macroeconômica entre o governo Cardoso e Lula (1995-2006)","continuidade"
